candidate11,0.01313666719943285
candidate13,0.5707908868789673
candidate15,2.025979711106629e-06
candidate17,0.9899585843086243
candidate22,0.9488061666488647
candidate26,0.3728608191013336
candidate33,0.9637197256088257
candidate40,0.9947715401649475
candidate42,7.404625193885295e-06
candidate49,0.05172808840870857
candidate56,0.9597806930541992
candidate59,0.11401180177927017
candidate60,0.009078668430447578
candidate68,0.1679932028055191
candidate75,4.16562870668713e-05
candidate76,9.997806773753837e-05
candidate77,0.0021384391002357006
candidate79,0.1889188140630722
candidate85,0.0006954259006306529
candidate99,0.9958848357200623
candidate100,0.0009638347546570003
candidate103,7.689403719268739e-05
candidate107,0.09276911616325378
candidate108,0.8780772089958191
candidate112,0.9834693670272827
candidate116,0.01741689257323742
candidate117,0.7902340888977051
candidate118,0.00041814782889559865
candidate128,0.9981690645217896
candidate129,0.0003024654579348862
candidate132,0.9676909446716309
candidate137,0.00032397775794379413
candidate144,0.9678869247436523
candidate146,0.006734516471624374
candidate149,0.9999996423721313
candidate165,0.9999750852584839
candidate167,0.9987363219261169
candidate170,0.9985561966896057
candidate174,0.786101758480072
candidate178,0.9999990463256836
candidate189,0.003930825274437666
candidate191,0.8973832130432129
candidate194,0.2575133144855499
candidate195,0.26793715357780457
candidate197,0.9952932000160217
candidate201,0.6214960217475891
candidate204,0.930286169052124
candidate223,0.9997460246086121
candidate239,0.04471619799733162
candidate251,0.00020175223471596837
candidate252,0.4795144498348236
candidate259,0.9999288320541382
candidate264,0.9976504445075989
candidate268,0.1566796749830246
candidate274,0.057104505598545074
candidate275,0.8365854620933533
candidate278,0.9528253674507141
candidate284,0.9996496438980103
candidate286,0.9999594688415527
candidate290,0.006671404466032982
candidate300,6.557392043760046e-05
candidate301,0.11660183221101761
candidate302,6.835406566096935e-06
candidate309,0.00020755808509420604
candidate312,3.2450818707729923e-06
candidate329,0.9999998807907104
candidate333,0.9990309476852417
candidate344,0.9813299775123596
candidate346,0.9404842853546143
candidate348,0.9999985694885254
candidate354,0.9999634027481079
candidate357,0.00023279356537386775
candidate360,0.8483951687812805
candidate363,0.009118749760091305
candidate368,0.9684942364692688
candidate373,0.07927008718252182
candidate384,0.23004263639450073
candidate390,1.0
candidate394,1.0686506357160397e-05
candidate396,0.0011728403624147177
candidate397,0.9993533492088318
candidate398,0.001057678833603859
candidate402,0.5868520736694336
candidate403,0.0016726212343201041
candidate412,0.9999738931655884
candidate424,0.002601650543510914
candidate427,0.006812365725636482
candidate431,0.9999994039535522
candidate439,0.0037404366303235292
candidate440,0.7961886525154114
candidate450,0.999993085861206
candidate451,0.9998433589935303
candidate455,0.9999961853027344
candidate456,0.2285609394311905
candidate458,0.9219841957092285
candidate459,0.7489913105964661
candidate463,0.9727553129196167
candidate466,0.9999943971633911
candidate483,0.9999997615814209
candidate486,0.9900868535041809
candidate489,0.28346022963523865
candidate491,0.6770864129066467
candidate493,0.385495126247406
candidate498,0.06215227395296097
candidate499,0.9999454021453857
candidate502,0.03172296658158302
candidate509,0.9999985694885254
candidate513,0.9066680669784546
candidate524,0.9997103810310364
candidate530,0.9999994039535522
candidate544,2.0237241642462322e-06
candidate556,0.8144506812095642
candidate563,6.249194120755419e-05
candidate564,0.9926672577857971
candidate565,0.2117539793252945
candidate580,0.9984377026557922
candidate582,1.0
